path,total_conversions,total_conversion_value,total_null
lambda > lambda > alpha > beta,1,1.859,2
beta > alpha > alpha,1,4.0,3
beta > iota > iota > iota > iota > iota,1,4.1,3
iota > beta > alpha,1,2.364,2
eta > alpha,1,2.6010000000000004,2
iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota,3,9.74,7
iota > iota > theta > eta > beta > theta > iota,0,0.0,3
gamma > iota > theta,1,5.08,2
iota > iota > iota > iota > iota > iota > iota > iota > eta > alpha > iota > iota > eta > iota,1,5.2,3
iota > iota > iota > iota > beta > eta,0,0.0,2
eta > alpha > alpha,1,2.041,2
lambda > lambda > kappa > lambda > iota > iota > kappa,1,2.523,3
eta,1,4.35,2
beta > beta > iota > beta > iota > epsilon > beta,1,0.11599999999999999,3
eta > eta > eta > eta > zeta,1,2.4,2
beta > eta > beta > eta > beta > beta > eta > beta > beta,1,6.9,2
beta > eta > eta,1,7.617999999999999,2
beta > alpha,0,0.0,3
iota > theta > beta > theta > iota > iota > theta > alpha > iota > alpha,1,6.2,2
beta > beta > iota > beta > beta > beta > beta > iota > beta > beta > beta > beta > beta > beta > beta > beta > beta > zeta > zeta > beta > eta > beta,1,4.41,3
lambda > eta > alpha > alpha,1,3.385,2
theta > alpha > iota > kappa > iota > alpha > alpha > alpha,1,15.22,3
theta > alpha > epsilon > gamma > theta,1,5.34,3
iota > iota > beta > beta > alpha,1,1.17,2
iota > lambda > theta,1,2.44,2
alpha > alpha > alpha > alpha > alpha > alpha > beta > alpha > alpha > alpha > alpha > alpha > alpha,1,9.151,5
iota > eta > eta > iota > eta > eta > alpha > iota,0,0.0,3
eta > iota > beta > beta > beta > zeta > eta > alpha,1,9.078,2
eta > eta > eta > alpha > alpha > alpha,1,4.475,2
beta > eta > beta > eta > beta > eta > beta > eta > beta > eta > beta > eta > beta > eta,1,2.877,2
eta > eta > eta > eta > epsilon > epsilon > epsilon > epsilon,1,9.999,2
gamma > alpha > beta > eta > epsilon > eta,1,10.068999999999999,2
alpha > iota > beta > iota > beta,1,9.439,3
gamma > lambda,1,2.679,3
eta > alpha > theta > eta > alpha > eta,1,7.49,2
eta,1,1.82,3
beta > alpha,0,0.0,2
theta > theta > alpha > theta > eta,0,0.0,2
lambda > lambda > lambda > alpha > theta,5,12.85,16
beta > iota > beta > beta > iota > beta > beta > eta > lambda > lambda > eta > beta > eta > eta > theta > iota > lambda > eta > beta > eta > iota > eta > alpha,2,2.7039999999999997,5
iota > iota > theta > iota > zeta > alpha > alpha > lambda,1,23.031,3
iota > alpha > alpha > alpha > iota > alpha > alpha > iota > iota > iota > lambda > iota > iota > iota,1,2.224,3
alpha > iota > iota > alpha > iota,2,6.944,10
beta > iota > theta > beta > beta,1,2.9619999999999997,3
eta,1,1.595,2
iota > iota > iota,1,1.0859999999999999,2
beta > theta > lambda,2,12.05,6
iota > alpha > theta > iota > iota > lambda > iota > lambda > lambda > lambda > lambda > lambda,1,3.22,3
beta > alpha,1,3.0189999999999997,3
iota > alpha > gamma > alpha > alpha > alpha > alpha > theta > alpha > alpha > alpha,1,5.52,3
theta > iota,7,24.441999999999997,20
beta > eta > beta > eta,0,0.0,3
iota > eta > beta > beta > eta > beta > eta,1,1.7630000000000001,3
eta > iota > iota > eta,1,1.514,3
iota > theta > gamma,1,2.259,9
iota > iota > iota > iota,1,1.9,3
eta > alpha,6,18.802,17
theta > beta > eta,1,7.582999999999999,2
beta > beta > beta > beta > beta > theta > beta > beta > beta > beta > eta,1,2.625,2
eta,0,0.0,3
iota > iota > alpha > alpha > iota > iota > iota > iota > iota > alpha > iota > iota > alpha,1,6.48,3
eta,2,5.73,6
iota > beta > beta,1,2.66,3
eta > lambda > theta,0,0.0,2
iota > alpha > alpha > iota > iota > eta > eta > epsilon,1,1.5,3
iota > beta > eta > eta > alpha,1,8.15,3
eta > eta > eta > eta > eta > eta > eta > eta > eta > eta > eta > eta,0,0.0,3
lambda > iota > lambda > theta > gamma > beta > lambda > alpha,1,6.297999999999999,3
iota > theta > theta > beta > lambda,1,1.103,3
iota > iota > zeta > alpha > epsilon,0,0.0,3
iota > eta > alpha > eta,1,2.62,3
eta > eta > zeta,1,4.4155,6
beta > iota > iota > iota > iota > iota > theta,1,1.8,3
iota > iota > theta > iota > iota > beta > iota > eta > iota,1,1.6,2
iota > eta > iota > iota > epsilon,1,3.7,2
eta > eta,0,0.0,2
iota > beta > beta > beta > beta > beta > alpha > alpha > alpha > beta > alpha > eta,1,2.2769999999999997,2
theta > alpha > alpha > alpha > alpha > theta > alpha > alpha > alpha > alpha > alpha > eta,0,0.0,2
zeta > alpha > zeta > iota > zeta,1,3.905,3
eta > iota,1,3.4160000000000004,3
beta > beta > beta,1,5.905,3
beta > beta > beta > theta,1,0.55,2
eta > gamma,1,1.893,2
iota > iota > lambda > lambda,1,4.354,2
eta > epsilon,1,1.432,2
iota > theta > theta > beta > gamma > alpha > alpha > alpha,1,2.0,3
eta > eta,1,2.104,3
theta > lambda > lambda > lambda > iota > lambda > lambda > alpha,1,2.79,2
beta > beta > beta > beta > beta > eta > iota > iota > iota > eta > epsilon > theta > epsilon > beta > epsilon > gamma > epsilon,1,7.3839999999999995,2
beta > eta > eta > eta > eta > eta > eta > theta,1,3.7,2
eta,3,1.79775,13
iota > iota > eta,1,4.7,3
beta > eta,1,4.385,2
iota > theta > alpha > alpha > epsilon,1,1.38,3
iota > theta > beta,1,2.5,2
eta,0,0.0,2
eta,2,5.295,5
iota > iota > iota > theta > lambda,1,5.17,3
beta > eta > theta > alpha,1,3.963,2
eta > alpha > iota,1,4.306,2
gamma > alpha > iota > iota > alpha,0,0.0,3
beta > alpha > eta > beta > eta,0,0.0,3
alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > iota > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha,1,2.75,2
zeta > iota > zeta > iota > zeta > theta > iota > iota > iota > zeta > alpha > iota > iota > iota > beta > iota > iota > iota > iota > iota > beta > iota,1,6.915,3
beta > eta > eta > alpha,1,3.3510000000000004,2
iota > iota > iota > alpha > epsilon,13,51.951,42
beta > eta,4,11.433333333333302,15
beta > beta > eta,1,4.025,2
beta > beta,1,7.5,2
eta,1,2.42,2
beta > theta > alpha > iota > alpha > beta > epsilon > epsilon,1,2.61,3
beta > alpha > alpha > alpha > alpha > alpha > alpha,1,0.293,2
beta > eta > theta,1,4.25,3
beta > beta > beta > eta,1,6.683,2
eta > eta > eta,1,2.355,3
lambda > theta > gamma,0,0.0,3
eta > eta > iota > alpha > theta > iota > iota > alpha > alpha,1,5.09,3
theta > eta > iota > eta,1,2.25,2
beta > iota,3,9.244,10
beta > eta,1,2.47,3
iota > iota > beta > beta > iota > zeta,1,4.0,2
eta,1,2.58,3
eta > epsilon > eta > epsilon > eta,1,2.436,3
beta > eta,1,5.654,2
iota > iota > iota > iota > iota > iota > alpha > alpha > alpha > alpha > alpha > alpha > alpha > iota > iota > alpha > iota > beta > alpha > beta,1,3.6,3
kappa > kappa > lambda > kappa > iota,1,8.113999999999999,3
beta > eta > kappa > kappa,0,0.0,3
iota > lambda > iota > zeta,1,4.5089999999999995,3
kappa > gamma > zeta > kappa > alpha > kappa > alpha,1,1.7919999999999998,2
theta > iota > beta > beta > beta > iota > iota > iota > beta > iota,1,2.958,3
iota > alpha > eta > theta > iota > iota > iota > iota > iota > iota,1,12.562000000000001,2
iota > kappa,1,2.09,2
eta > alpha > iota,1,3.971,3
eta > eta > eta > eta,0,0.0,2
iota > beta,1,8.0,2
beta > eta > alpha > alpha,1,3.865,2
beta > alpha > eta > beta,1,9.767999999999999,2
eta > alpha > alpha,0,0.0,2
lambda > iota > iota > eta,0,0.0,3
beta > lambda > lambda > lambda > lambda > beta,1,4.011,5
lambda > lambda > lambda > lambda > lambda > alpha > epsilon,4,13.751,13
eta > theta > alpha > alpha > alpha > eta > alpha > kappa,0,0.0,3
eta > eta > eta > alpha,1,2.301,3
iota > iota > lambda > iota > iota,1,5.603,3
beta > eta,1,4.75,3
lambda,324,1290.22875,1028
beta,1,4.9910000000000005,3
iota > iota > theta > eta > iota > beta > beta > beta > beta > epsilon > epsilon > epsilon > epsilon,1,1.959,3
iota > iota > iota > iota > theta > alpha,1,2.211,2
beta > beta > beta > beta > beta > eta,0,0.0,3
beta > iota > lambda > lambda > lambda > lambda > lambda,0,0.0,3
beta > iota > eta > iota > eta > zeta > iota,1,3.1460000000000004,2
beta > beta > eta > beta > beta > iota > iota > beta > iota > beta > iota > iota > theta,1,4.368,2
alpha > alpha > lambda > lambda,2,5.432,6
eta > lambda,1,4.04,3
beta,7,29.7507777777778,30
beta > beta > beta > beta > beta > beta > beta > eta > beta > iota > alpha > alpha,1,3.1,2
eta > alpha,1,6.88,3
iota > alpha > iota > iota > iota > iota > alpha > epsilon > beta > alpha,1,1.38,3
beta > beta > eta > eta > eta > eta > eta > eta > eta,1,2.822,2
beta > eta > beta > eta > alpha,0,0.0,3
lambda > eta > theta > iota > alpha > alpha > eta > alpha > theta > iota > iota > alpha > iota > iota,1,1.854,2
eta > beta > eta > alpha > eta > eta,0,0.0,3
iota > theta > kappa > alpha,1,10.2,2
beta > alpha,0,0.0,2
iota > iota > iota > iota > iota > iota > iota > iota > zeta > iota > iota > theta,0,0.0,3
theta > theta > alpha > eta > theta > alpha > alpha > alpha > alpha,1,5.236000000000001,2
beta > kappa > beta > alpha,0,0.0,3
iota > theta > theta > beta > eta > zeta > iota > theta > iota > theta > kappa > iota > theta > zeta > zeta > epsilon > theta > zeta > theta,0,0.0,2
iota > eta,0,0.0,2
iota > beta > beta > beta > eta > beta > alpha > eta > beta,1,0.628,2
beta > beta > beta > beta > theta,1,6.164,3
beta > eta > alpha > alpha > alpha,1,3.014,3
iota > iota > beta > alpha,1,1.63,3
beta > alpha > iota > iota > eta,1,6.822,2
eta,1,3.6310000000000002,2
iota > beta > iota > beta > beta > iota > beta > eta > iota > iota,1,1.64,2
iota > eta,0,0.0,2
iota > iota > iota > iota,1,1.75,2
iota > iota > alpha > beta > iota > theta > iota,0,0.0,2
iota > theta > iota > iota,2,4.362,5
eta > beta > beta > alpha > beta > eta,0,0.0,2
iota > beta > iota > iota > iota > alpha > epsilon > alpha > lambda > iota > lambda > lambda > lambda,1,2.0,2
iota > eta > iota > eta > eta,1,3.93,3
beta > eta > eta > eta > eta > beta > alpha > alpha,0,0.0,3
iota > iota > theta > eta > theta > eta > theta > iota,0,0.0,2
iota > iota > iota > iota > iota > iota > zeta > iota > alpha > alpha > alpha,1,5.9110000000000005,2
iota > beta > eta,0,0.0,3
theta > theta > alpha > theta > theta > epsilon > alpha > epsilon,1,7.8420000000000005,2
beta > beta > eta,4,12.274000000000001,11
iota > iota > epsilon > eta > eta > iota > theta > eta,1,6.069,3
iota > iota > theta > iota > iota > iota > iota > iota > iota > iota,1,2.54,2
beta > eta,3,6.058,9
eta,14,42.4263,59
iota > iota > beta > eta,1,11.8915,5
theta > eta > eta > eta > eta > epsilon > gamma > alpha > gamma,0,0.0,3
lambda > eta,1,8.331,2
lambda > lambda > alpha > lambda > lambda > epsilon > alpha > alpha > alpha > alpha,1,2.336,3
lambda > eta > alpha > lambda,2,5.8260000000000005,6
eta > alpha > beta > beta > eta,1,5.225,3
alpha > alpha > lambda > alpha,1,4.565333333333331,9
lambda > lambda > iota > epsilon > lambda > lambda > lambda > lambda,1,1.5,3
iota > iota > iota,0,0.0,3
alpha > iota > beta > eta,1,5.473,3
iota > kappa > iota > iota > iota,1,14.061,2
beta > beta > eta,1,1.124,2
iota > theta > theta > theta > theta > theta > theta > theta > theta > theta > theta > theta,1,3.55,3
beta > eta,2,6.965,6
eta > eta > eta > eta > eta > theta > beta > iota > alpha > iota > eta > alpha > eta > eta > eta > eta > eta > eta,1,7.228,2
beta > beta > eta,0,0.0,3
lambda > eta > epsilon > eta > eta > alpha > eta > alpha > epsilon,0,0.0,2
beta > eta,0,0.0,3
iota > iota > iota > iota > beta > beta > iota > beta > iota > beta > iota > beta > beta > beta > beta > iota > iota > iota,1,8.15,2
iota > zeta,3,16.75275,10
theta > beta > eta > eta,1,1.7,3
beta > beta > beta > iota > lambda > lambda > lambda > lambda > lambda > alpha > alpha > lambda,2,5.36,6
beta > iota > beta,1,10.6,3
iota > iota > theta > theta > iota > theta > iota > theta > alpha > alpha,1,2.3,2
lambda > eta,1,1.9080000000000001,2
epsilon > lambda > iota > iota > iota,1,5.4,2
beta > beta > beta > beta > eta,1,5.308,3
beta,1,1.28,3
iota > iota > iota > alpha > alpha,9,39.244846153846204,40
eta > eta > eta,1,2.81,3
iota > iota > iota > beta > iota > kappa,1,3.4139999999999997,2
beta > theta > iota,0,0.0,2
beta > eta > alpha > alpha > alpha,1,5.016,3
iota > iota > iota > lambda,2,4.367,6
iota > iota > eta,0,0.0,3
eta,1,2.9530000000000003,2
beta > eta,1,2.858,3
beta > iota > eta > beta > beta > iota > beta > beta > beta > iota,1,1.75,3
zeta > iota > iota > iota > beta > eta > iota > iota > iota > iota > iota > theta > iota > iota > iota > zeta > iota > iota > iota > iota > iota > iota > iota > iota,1,2.688,3
iota > beta > eta > eta > eta,0,0.0,3
iota > iota > eta,1,0.825,2
eta > alpha > eta,1,3.8,2
iota > kappa > alpha > zeta > alpha,1,4.792,2
lambda > alpha > theta > beta > lambda > lambda > epsilon,1,5.16,3
beta,1,11.36,3
gamma > zeta > beta > iota > iota > iota > iota > zeta > iota > zeta > zeta > zeta > eta > zeta > theta > zeta > theta > zeta > zeta,1,1.544,3
beta > eta,1,5.315,2
eta > beta > eta > iota,1,4.004,2
iota > eta > iota > beta > iota > iota > beta > iota > beta > eta > theta > iota,1,2.832,3
beta > eta,1,2.15,2
theta > theta > eta > theta > theta,1,3.576,2
iota > beta > eta > alpha > alpha,1,5.861000000000001,3
alpha > beta > beta > beta > beta > alpha > beta > beta > alpha > beta > alpha > gamma > beta > alpha > beta > eta > beta > beta > eta,1,2.28,3
eta > alpha > eta > alpha > eta > alpha,1,4.359,2
eta,1,3.2739999999999996,3
lambda > lambda > lambda > lambda > alpha > lambda > lambda > alpha,3,17.094,10
iota > alpha > iota > eta,1,6.437,3
iota > iota > iota > epsilon,0,0.0,2
beta > alpha > theta > iota,1,1.5819999999999999,3
beta > beta > eta > kappa,1,3.56,2
iota > alpha > iota > iota > alpha > iota > alpha > iota > alpha > iota > iota > iota > alpha > iota > iota > iota,1,2.106,3
theta > theta > epsilon > alpha > alpha,1,7.7205,5
eta,1,3.285,2
eta,1,1.082,2
theta > iota > iota > iota > iota > iota,1,3.917,3
lambda > lambda > alpha > iota > lambda > lambda > lambda,1,1.818,2
beta,1,8.626,2
alpha > alpha > zeta > alpha > alpha,2,11.262666666666698,9
iota > eta > beta > eta > iota > beta > eta,0,0.0,3
eta > eta > alpha,1,0.1,3
alpha > alpha > iota > theta > alpha > alpha > theta > iota > theta > iota > iota > zeta > alpha,1,3.9,2
beta > alpha > eta,1,4.1,2
beta > beta > beta > beta > lambda > beta > lambda > lambda > beta > theta,1,7.68,2
eta > eta > alpha > eta,1,5.46,2
iota > iota > beta > beta > lambda > iota > beta > lambda > iota > alpha > iota > iota > iota > lambda > lambda > lambda > lambda > lambda > alpha > lambda,0,0.0,3
eta > beta,0,0.0,3
eta > epsilon > alpha > eta,1,5.535,3
theta > beta > beta > beta > eta > alpha > eta > eta,0,0.0,2
iota > lambda > lambda > lambda > lambda > zeta > lambda,1,1.7,2
eta > theta > beta > eta > beta > eta,1,2.966,2
alpha > iota > eta > iota > alpha,1,1.8,3
iota > zeta > eta > kappa > alpha > eta > iota > eta > kappa > eta,1,2.39,2
iota > iota > beta > eta,1,3.665,2
beta > theta > iota > iota > iota > theta > iota > theta > iota,1,2.612,2
iota > beta > eta > beta > eta > beta > beta,1,6.587999999999999,2
lambda > eta,1,2.279,3
eta,1,4.352,2
eta > alpha,1,5.9,2
iota > gamma > iota > alpha > iota > alpha,0,0.0,2
beta > eta > beta > alpha > alpha > alpha,1,0.758,3
lambda > theta > zeta > zeta > iota > iota > alpha > lambda > lambda > lambda > iota > iota,1,7.638,2
lambda > alpha > eta,1,4.408,3
beta > eta,1,7.03,2
iota > iota > beta > eta,0,0.0,2
theta > theta > alpha > theta > theta > theta > beta > theta > theta > theta > theta > theta > theta > theta > theta,1,6.12,2
beta > lambda,1,1.9,3
iota > iota > iota > iota > iota > iota,0,0.0,3
beta > iota,1,2.03,3
iota > iota > iota > alpha > eta,1,2.314,3
beta > eta > alpha > alpha > theta > theta > beta,1,3.3489999999999998,2
iota > iota > iota > eta > beta > eta,0,0.0,3
eta > eta > iota > theta > eta > eta > lambda > lambda > theta > beta > eta > beta > beta,1,12.63,3
eta > eta,1,2.102,3
theta > beta > theta,0,0.0,2
theta > alpha > lambda > lambda > lambda,1,3.52,2
eta > eta,1,7.0,2
eta,1,7.32,2
iota > lambda > theta > alpha > eta > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > eta > eta,1,9.122,3
eta > eta,1,3.14,3
theta > theta > alpha > theta > kappa,1,2.6660000000000004,3
beta > alpha > alpha > eta > beta > eta > beta > eta > beta > alpha > alpha > alpha > alpha > alpha > alpha > eta,1,9.1,3
beta > beta > eta,0,0.0,2
beta > eta > alpha,0,0.0,3
eta,1,1.6219999999999999,2
theta > iota > iota > theta > alpha > iota,1,4.156000000000001,3
theta > theta > beta > beta > theta > beta > theta,0,0.0,2
eta > eta > eta,0,0.0,2
beta > iota > iota > iota > iota > iota > iota > iota,1,1.615,2
eta > eta > eta,0,0.0,2
eta > theta > theta > alpha > alpha,0,0.0,3
alpha > iota > iota,122,609.1669808917201,512
theta > beta > beta > eta > beta > alpha,1,6.892,3
beta > alpha,1,3.8,3
theta > lambda > lambda > lambda > lambda > theta > alpha > alpha > lambda > theta > lambda > lambda > theta > theta > lambda > lambda > lambda > beta > beta > eta > lambda > lambda > theta > lambda > theta > iota > theta > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > theta > lambda > lambda > lambda > epsilon,1,2.908,2
beta > beta > iota > beta > eta > beta > iota,1,4.115,3
iota > beta > eta,0,0.0,3
iota > alpha > alpha > iota > iota > iota > alpha > iota > alpha > iota,0,0.0,3
beta > beta > beta > zeta > iota > iota,1,3.0,3
theta > epsilon > lambda,6,26.6374285714286,24
eta > eta > eta > eta,1,21.578000000000003,3
lambda > alpha > lambda > alpha > lambda > lambda > epsilon > lambda > epsilon,0,0.0,2
eta,3,19.814,10
alpha > alpha > alpha > theta > alpha > beta > beta > alpha,1,3.1660000000000004,2
eta > epsilon,1,4.863,3
beta > beta > beta > beta > beta > beta > beta > beta > beta > lambda > lambda > theta,1,3.8960000000000004,2
iota > alpha > alpha > alpha > alpha > alpha > alpha,4,18.0008,16
iota > eta > beta > beta > iota > beta > beta > eta,1,2.5989999999999998,3
lambda > eta > alpha > lambda,1,4.86,3
beta > eta > alpha > beta > eta > alpha > alpha,1,2.688,2
beta > zeta > beta > alpha > alpha,1,1.7719999999999998,2
eta,1,4.412,3
eta > beta > beta > eta > beta > beta > eta > beta > eta > beta > eta > eta,0,0.0,3
theta > alpha > eta > lambda > lambda > eta > lambda > eta > epsilon > eta,1,0.722,3
beta > eta > eta,2,8.016,5
iota > iota > alpha > iota > kappa > alpha,1,2.362,2
iota > eta,1,2.585,3
beta > beta > beta > alpha > alpha > eta > zeta > alpha,1,6.9,2
gamma,1,3.45,2
eta,1,1.9880000000000002,3
beta > beta > beta > beta > eta > eta,1,9.613999999999999,3
beta > eta,2,6.5920000000000005,5
beta > iota > beta > lambda > lambda > iota,0,0.0,2
iota > kappa > iota > kappa,1,1.992,3
beta > iota > iota > theta > iota > theta,1,7.0,2
iota > iota > alpha,1,8.439,3
iota > beta > iota > iota > eta,1,6.6339999999999995,2
lambda > lambda > zeta > lambda > lambda > lambda > iota > iota > lambda > eta > eta > lambda > eta > lambda > lambda,1,1.814,3
lambda > theta > theta > alpha > epsilon > theta > iota > beta > eta,1,0.9079999999999999,2
eta > eta > eta > iota > eta > eta > eta,1,4.547,3
iota > iota > lambda,1,3.75,3
beta > beta > beta > beta > beta > beta > alpha > eta,1,1.14,2
iota > zeta > alpha > iota > beta,1,1.8159999999999998,2
beta > eta > alpha,1,2.88,2
theta > alpha > theta > eta,1,3.41,3
